date,clim_tmax,clim_tmin,clim_precip,clim_prain
2024-03-03,-0.2581632653061224,-5.103061224489796,1.1683673469387754,0.37755102040816324
2024-03-04,-0.2846938775510203,-5.046938775510204,1.2836734693877552,0.40816326530612246
2024-03-05,-0.39693877551020407,-5.096938775510203,1.2714285714285714,0.3877551020408163
2024-03-06,-0.3642857142857144,-5.208163265306122,1.1387755102040815,0.3979591836734694
2024-03-07,-0.15102040816326534,-4.927551020408163,1.2775510204081633,0.41836734693877553
2024-03-08,0.07959183673469383,-4.575510204081633,1.2877551020408164,0.45918367346938777
2024-03-09,0.473469387755102,-4.2489795918367355,1.393877551020408,0.46938775510204084
2024-03-10,0.9030612244897961,-3.909183673469388,1.6020408163265305,0.5
2024-03-11,1.0418367346938775,-3.8622448979591835,1.5346938775510204,0.46938775510204084
2024-03-12,1.1724489795918367,-4.046938775510204,1.3846938775510207,0.4489795918367347
2024-03-13,1.2448979591836735,-4.257142857142858,1.5040816326530613,0.40816326530612246
2024-03-14,1.3224489795918366,-4.398979591836734,1.3908163265306124,0.40816326530612246
2024-03-15,1.3714285714285714,-4.336734693877551,1.4479591836734695,0.41836734693877553
2024-03-16,1.3214285714285714,-4.412244897959184,1.4561224489795916,0.4489795918367347
2024-03-17,1.3132653061224488,-4.507142857142857,1.2540816326530613,0.45918367346938777
2024-03-18,1.4785714285714284,-4.401020408163265,1.2408163265306122,0.4897959183673469
2024-03-19,1.7418367346938775,-4.0285714285714285,1.3081632653061226,0.5306122448979592
2024-03-20,2.104081632653061,-3.5316326530612243,1.1418367346938776,0.5204081632653061
2024-03-21,2.314285714285714,-3.2448979591836724,1.1540816326530612,0.5204081632653061
2024-03-22,2.5,-3.1806122448979584,1.0857142857142856,0.5102040816326531
2024-03-23,2.6785714285714284,-3.0520408163265302,1.073469387755102,0.46938775510204084
2024-03-24,2.905102040816327,-2.783673469387755,1.1193877551020408,0.46938775510204084
2024-03-25,3.073469387755102,-2.6581632653061225,1.0336734693877552,0.4489795918367347
2024-03-26,3.1581632653061225,-2.7153061224489794,1.1326530612244898,0.4387755102040816
2024-03-27,3.0316326530612248,-2.9306122448979592,1.2622448979591836,0.46938775510204084
2024-03-28,3.072448979591837,-3.1653061224489796,1.1683673469387754,0.4387755102040816
2024-03-29,3.186734693877551,-3.075510204081633,1.1959183673469387,0.41836734693877553
2024-03-30,3.3683673469387756,-2.8408163265306126,1.2183673469387755,0.41836734693877553
2024-03-31,3.4520408163265306,-2.8357142857142854,1.4051020408163264,0.41836734693877553
2024-04-01,3.6132653061224493,-2.622448979591837,1.4908163265306122,0.3979591836734694
2024-04-02,3.823469387755102,-2.2500000000000004,1.4061224489795916,0.3979591836734694
2024-04-03,4.181632653061224,-1.7173469387755103,1.4285714285714286,0.41836734693877553
2024-04-04,4.496938775510204,-1.1826530612244899,1.5602040816326532,0.4489795918367347
2024-04-05,4.768367346938776,-0.9387755102040817,1.503061224489796,0.42857142857142855
2024-04-06,4.948979591836735,-0.8204081632653062,1.4071428571428573,0.4489795918367347
2024-04-07,5.190816326530613,-0.5846938775510205,1.113265306122449,0.3877551020408163
2024-04-08,5.516326530612245,-0.4408163265306122,0.9448979591836734,0.3877551020408163
2024-04-09,5.744897959183674,-0.27959183673469395,1.0265306122448978,0.3673469387755102
2024-04-10,5.8908163265306115,-0.2785714285714285,0.876530612244898,0.3163265306122449
2024-04-11,5.95,-0.40102040816326534,0.8102040816326531,0.2857142857142857
2024-04-12,6.219387755102042,-0.33265306122448973,0.8418367346938775,0.30612244897959184
2024-04-13,6.593877551020409,-0.18469387755102043,0.9438775510204082,0.2857142857142857
2024-04-14,6.983673469387754,0.13979591836734698,1.0836734693877552,0.30612244897959184
2024-04-15,7.326530612244898,0.3448979591836735,1.0744897959183672,0.29591836734693877
2024-04-16,7.777551020408162,0.4377551020408163,0.9510204081632654,0.30612244897959184
2024-04-17,8.333673469387753,0.7448979591836735,1.0989795918367347,0.3163265306122449
2024-04-18,8.877551020408163,1.1500000000000001,1.1224489795918366,0.3163265306122449
2024-04-19,9.136734693877552,1.4142857142857146,1.1571428571428573,0.32653061224489793
2024-04-20,9.303061224489797,1.614285714285714,1.096938775510204,0.35714285714285715
2024-04-21,9.498979591836735,1.680612244897959,1.1306122448979592,0.3877551020408163
2024-04-22,9.517346938775509,1.8316326530612246,1.3357142857142859,0.4387755102040816
2024-04-23,9.494897959183673,2.0979591836734692,1.5663265306122447,0.45918367346938777
2024-04-24,9.354081632653061,2.035714285714286,1.4663265306122448,0.47959183673469385
2024-04-25,9.168367346938776,2.0346938775510206,1.862244897959184,0.5510204081632653
2024-04-26,9.110204081632654,2.0010204081632654,1.888775510204082,0.5612244897959183
2024-04-27,9.09795918367347,2.0622448979591836,1.9408163265306124,0.5612244897959183
2024-04-28,8.9,2.0642857142857145,2.109183673469388,0.5510204081632653
2024-04-29,8.961224489795917,2.046938775510204,1.9989795918367348,0.5408163265306123
2024-04-30,8.912244897959182,1.9755102040816328,1.9510204081632654,0.5408163265306123
2024-05-01,9.023469387755101,2.0663265306122445,2.0081632653061225,0.5408163265306123
2024-05-02,9.43469387755102,2.2489795918367346,1.5275510204081635,0.47959183673469385
2024-05-03,9.701020408163266,2.5510204081632653,1.4479591836734698,0.4489795918367347
2024-05-04,9.966326530612246,2.826530612244898,1.5061224489795921,0.4489795918367347
2024-05-05,10.408163265306122,3.0081632653061225,1.3122448979591836,0.42857142857142855
2024-05-06,10.816326530612244,3.395918367346938,1.3897959183673467,0.41836734693877553
2024-05-07,11.451020408163266,3.975510204081632,1.4908163265306122,0.41836734693877553
2024-05-08,11.96938775510204,4.524489795918367,1.6346938775510202,0.40816326530612246
2024-05-09,12.283673469387757,4.90408163265306,1.8285714285714285,0.41836734693877553
2024-05-10,12.71326530612245,5.2693877551020405,1.7377551020408164,0.41836734693877553
2024-05-11,13.081632653061224,5.563265306122449,1.716326530612245,0.40816326530612246
2024-05-12,13.369387755102041,5.921428571428571,1.793877551020408,0.4387755102040816
2024-05-13,13.596938775510207,6.198979591836735,1.8275510204081635,0.45918367346938777
2024-05-14,13.786734693877552,6.362244897959184,1.8397959183673471,0.45918367346938777
2024-05-15,14.074489795918367,6.592857142857142,1.7755102040816326,0.4387755102040816
2024-05-16,14.358163265306123,6.972448979591836,1.6459183673469386,0.41836734693877553
2024-05-17,14.695918367346941,7.253061224489795,1.8418367346938775,0.41836734693877553
2024-05-18,15.114285714285714,7.61734693877551,1.8397959183673467,0.3877551020408163
2024-05-19,15.462244897959186,8.026530612244898,1.8367346938775508,0.3877551020408163
2024-05-20,15.72857142857143,8.254081632653062,1.8,0.35714285714285715
2024-05-21,15.885714285714286,8.465306122448979,1.5316326530612245,0.32653061224489793
2024-05-22,15.96938775510204,8.582653061224491,2.003061224489796,0.35714285714285715
2024-05-23,15.847959183673469,8.580612244897958,2.2142857142857144,0.3979591836734694
2024-05-24,15.725510204081631,8.614285714285714,2.1846938775510205,0.41836734693877553
2024-05-25,15.584693877551018,8.670408163265305,2.2244897959183674,0.46938775510204084
2024-05-26,15.417346938775509,8.56938775510204,2.0602040816326532,0.4489795918367347
2024-05-27,15.432653061224489,8.709183673469388,2.0999999999999996,0.4897959183673469
2024-05-28,15.601020408163263,8.809183673469388,2.080612244897959,0.5204081632653061
2024-05-29,15.641836734693873,8.953061224489797,1.7346938775510203,0.5
2024-05-30,15.993877551020404,9.121428571428572,1.7367346938775512,0.4897959183673469
2024-05-31,16.355102040816327,9.414285714285715,1.6265306122448977,0.4897959183673469
2024-06-01,16.587755102040816,9.656122448979591,1.420408163265306,0.4387755102040816
2024-06-02,16.933673469387756,9.886734693877552,1.4551020408163267,0.4387755102040816
2024-06-03,17.207142857142856,10.046938775510204,1.3255102040816327,0.37755102040816324
2024-06-04,17.248979591836733,10.264285714285714,1.546938775510204,0.3673469387755102
2024-06-05,17.410204081632653,10.351020408163263,1.286734693877551,0.3469387755102041
2024-06-06,17.514285714285716,10.468367346938777,1.0755102040816327,0.336734693877551
2024-06-07,17.680612244897958,10.549999999999999,1.1173469387755102,0.32653061224489793
2024-06-08,17.76224489795918,10.646938775510202,1.6591836734693879,0.35714285714285715
2024-06-09,17.825510204081635,10.778571428571425,1.983673469387755,0.3979591836734694
2024-06-10,17.721428571428575,10.85,2.0887755102040817,0.41836734693877553
2024-06-11,17.84387755102041,10.870408163265308,1.893877551020408,0.40816326530612246
2024-06-12,18.035714285714285,10.973469387755099,1.9346938775510203,0.41836734693877553
2024-06-13,18.198979591836736,11.155102040816324,2.090816326530612,0.42857142857142855
2024-06-14,18.129591836734694,11.34591836734694,2.563265306122449,0.47959183673469385
2024-06-15,18.26122448979592,11.567346938775511,2.5704081632653066,0.4897959183673469
2024-06-16,18.355102040816327,11.694897959183672,2.4989795918367346,0.47959183673469385
2024-06-17,18.588775510204083,11.866326530612247,2.456122448979592,0.5
2024-06-18,18.669387755102044,12.057142857142859,2.66530612244898,0.5306122448979592
2024-06-19,18.668367346938776,12.220408163265304,2.7408163265306125,0.5612244897959183
2024-06-20,18.695918367346938,12.279591836734696,2.8897959183673474,0.5816326530612245
2024-06-21,18.758163265306123,12.338775510204082,2.6969387755102043,0.5816326530612245
2024-06-22,18.908163265306122,12.398979591836737,2.3040816326530615,0.5714285714285714
2024-06-23,19.194897959183674,12.66734693877551,2.159183673469388,0.5612244897959183
2024-06-24,19.474489795918366,12.855102040816327,2.192857142857143,0.5306122448979592
2024-06-25,19.733673469387757,12.977551020408162,2.13265306122449,0.5102040816326531
2024-06-26,19.98469387755102,13.259183673469389,2.2438775510204083,0.5
2024-06-27,20.172448979591838,13.618367346938772,2.3826530612244894,0.5
2024-06-28,20.386734693877553,13.845918367346938,2.2969387755102035,0.46938775510204084
2024-06-29,20.437755102040814,13.960204081632654,2.3438775510204084,0.47959183673469385
2024-06-30,20.370408163265303,13.972448979591837,2.28265306122449,0.4897959183673469
2024-07-01,20.247959183673466,14.073469387755102,2.7244897959183674,0.5306122448979592
2024-07-02,20.212244897959184,14.200000000000001,2.940816326530612,0.5612244897959183
2024-07-03,20.258163265306123,14.227551020408166,2.878571428571428,0.5714285714285714
2024-07-04,20.319387755102042,14.214285714285714,2.895918367346939,0.5918367346938775
2024-07-05,20.35918367346939,14.21122448979592,2.956122448979592,0.5918367346938775
2024-07-06,20.407142857142855,14.157142857142857,2.8979591836734695,0.5918367346938775
2024-07-07,20.419387755102044,14.204081632653061,3.0071428571428576,0.5714285714285714
2024-07-08,20.521428571428572,14.204081632653063,2.9346938775510205,0.5612244897959183
2024-07-09,20.683673469387756,14.211224489795917,2.7091836734693877,0.5408163265306123
2024-07-10,20.716326530612246,14.216326530612243,2.6142857142857148,0.5408163265306123
2024-07-11,20.781632653061223,14.16530612244898,2.3265306122448983,0.5
2024-07-12,20.810204081632655,14.167346938775509,2.6306122448979594,0.5102040816326531
2024-07-13,20.897959183673468,14.28673469387755,2.7367346938775516,0.46938775510204084
2024-07-14,21.074489795918367,14.348979591836736,2.6836734693877555,0.5
2024-07-15,21.077551020408162,14.372448979591834,2.3612244897959185,0.5204081632653061
2024-07-16,21.078571428571426,14.326530612244898,2.3000000000000003,0.5204081632653061
2024-07-17,21.195918367346938,14.316326530612242,2.2653061224489797,0.5102040816326531
2024-07-18,21.26530612244898,14.462244897959181,2.1438775510204082,0.5102040816326531
2024-07-19,21.43163265306122,14.556122448979592,1.6683673469387759,0.4897959183673469
2024-07-20,21.402040816326533,14.581632653061224,1.527551020408163,0.5612244897959183
2024-07-21,21.486734693877548,14.718367346938773,1.3755102040816327,0.5204081632653061
2024-07-22,21.84489795918367,14.98877551020408,1.4234693877551021,0.5102040816326531
2024-07-23,22.078571428571426,15.263265306122447,1.2285714285714286,0.45918367346938777
2024-07-24,22.302040816326524,15.624489795918365,1.5030612244897958,0.5102040816326531
2024-07-25,22.341836734693878,15.782653061224488,2.120408163265306,0.5408163265306123
2024-07-26,22.25408163265306,15.90408163265306,2.277551020408163,0.5816326530612245
2024-07-27,22.285714285714285,16.003061224489795,2.428571428571429,0.5918367346938775
2024-07-28,22.0530612244898,15.94795918367347,2.6928571428571426,0.6224489795918368
2024-07-29,21.731632653061226,15.737755102040817,2.659183673469388,0.6122448979591837
2024-07-30,21.471428571428568,15.572448979591837,2.871428571428572,0.6632653061224489
2024-07-31,21.181632653061225,15.325510204081636,2.86734693877551,0.6224489795918368
2024-08-01,21.053061224489795,15.139795918367344,2.2153061224489794,0.5918367346938775
2024-08-02,21.111224489795916,14.987755102040813,1.9704081632653063,0.5612244897959183
2024-08-03,21.240816326530606,15.028571428571428,2.0673469387755103,0.5306122448979592
2024-08-04,21.417346938775506,15.073469387755102,1.9010204081632653,0.5408163265306123
2024-08-05,21.439795918367345,15.143877551020408,1.9551020408163267,0.5510204081632653
2024-08-06,21.39183673469388,15.164285714285716,2.0010204081632654,0.5612244897959183
2024-08-07,21.21530612244898,15.16734693877551,1.83469387755102,0.5408163265306123
2024-08-08,21.024489795918363,15.031632653061223,2.2479591836734696,0.5714285714285714
2024-08-09,20.761224489795918,14.827551020408162,2.239795918367347,0.5612244897959183
2024-08-10,20.402040816326533,14.577551020408166,2.3938775510204082,0.5714285714285714
2024-08-11,20.19387755102041,14.435714285714289,2.539795918367347,0.5408163265306123
2024-08-12,20.119387755102043,14.326530612244898,2.440816326530612,0.5204081632653061
2024-08-13,20.12142857142857,14.371428571428572,2.707142857142857,0.5102040816326531
2024-08-14,20.142857142857142,14.34591836734694,3.140816326530612,0.5408163265306123
2024-08-15,20.131632653061224,14.399999999999999,3.0642857142857145,0.5306122448979592
2024-08-16,20.115306122448978,14.537755102040817,3.2520408163265304,0.5510204081632653
2024-08-17,20.087755102040816,14.485714285714288,2.8571428571428568,0.5408163265306123
2024-08-18,19.968367346938773,14.34795918367347,2.7265306122448973,0.5714285714285714
2024-08-19,19.762244897959185,14.23469387755102,3.205102040816326,0.6122448979591837
2024-08-20,19.536734693877552,13.985714285714284,3.0724489795918366,0.6428571428571429
2024-08-21,19.24591836734694,13.69081632653061,3.1,0.6428571428571429
2024-08-22,19.079591836734696,13.50612244897959,3.1377551020408156,0.6428571428571429
2024-08-23,18.903061224489797,13.314285714285713,3.0051020408163267,0.6122448979591837
2024-08-24,18.868367346938776,13.26530612244898,3.587755102040816,0.5918367346938775
2024-08-25,18.670408163265304,13.120408163265308,3.607142857142857,0.5612244897959183
2024-08-26,18.396938775510204,12.931632653061227,3.4826530612244904,0.5408163265306123
2024-08-27,18.11530612244898,12.7234693877551,3.6989795918367347,0.5102040816326531
2024-08-28,17.92448979591837,12.633673469387753,3.229591836734693,0.5
2024-08-29,17.61326530612245,12.327551020408162,3.0489795918367344,0.5102040816326531
2024-08-30,17.285714285714285,12.035714285714286,3.038775510204082,0.5204081632653061
2024-08-31,16.930612244897958,11.726530612244897,2.527551020408163,0.5
2024-09-01,16.785714285714285,11.565306122448979,2.480612244897959,0.5102040816326531
2024-09-02,16.738775510204082,11.373469387755101,2.173469387755102,0.5
2024-09-03,16.60816326530612,11.160204081632656,1.7142857142857142,0.47959183673469385
2024-09-04,16.622448979591837,11.066326530612248,1.601020408163265,0.47959183673469385
2024-09-05,16.648979591836735,11.151020408163264,1.7173469387755103,0.45918367346938777
2024-09-06,16.770408163265305,11.196938775510201,1.9234693877551017,0.45918367346938777
2024-09-07,16.845918367346936,11.32142857142857,1.9234693877551021,0.47959183673469385
2024-09-08,16.862244897959183,11.489795918367344,2.2499999999999996,0.47959183673469385
2024-09-09,16.791836734693877,11.640816326530611,2.4938775510204083,0.4897959183673469
2024-09-10,16.67142857142857,11.742857142857146,2.876530612244898,0.5306122448979592
2024-09-11,16.367346938775512,11.527551020408163,3.3602040816326526,0.5510204081632653
2024-09-12,16.143877551020406,11.31734693877551,3.1928571428571426,0.5816326530612245
2024-09-13,15.789795918367346,11.0469387755102,3.1489795918367345,0.6122448979591837
2024-09-14,15.361224489795918,10.653061224489797,3.1622448979591833,0.6122448979591837
2024-09-15,15.016326530612243,10.246938775510204,2.9836734693877554,0.6020408163265306
2024-09-16,14.758163265306122,9.928571428571429,2.6836734693877555,0.5918367346938775
2024-09-17,14.588775510204082,9.68265306122449,2.512244897959184,0.5918367346938775
2024-09-18,14.454081632653063,9.534693877551021,2.1612244897959183,0.5714285714285714
2024-09-19,14.154081632653062,9.276530612244898,2.141836734693878,0.5408163265306123
2024-09-20,13.873469387755101,9.083673469387755,2.326530612244898,0.5408163265306123
2024-09-21,13.70204081632653,8.970408163265304,2.354081632653061,0.5102040816326531
2024-09-22,13.501020408163267,8.880612244897959,2.175510204081633,0.5
2024-09-23,13.33265306122449,8.728571428571428,2.0969387755102047,0.47959183673469385
2024-09-24,13.190816326530612,8.682653061224489,1.8816326530612248,0.42857142857142855
2024-09-25,12.956122448979592,8.633673469387753,1.9500000000000002,0.40816326530612246
2024-09-26,12.95204081632653,8.681632653061223,2.0510204081632653,0.40816326530612246
2024-09-27,12.90204081632653,8.616326530612245,1.6989795918367347,0.3877551020408163
2024-09-28,12.741836734693878,8.468367346938773,1.4887755102040814,0.41836734693877553
2024-09-29,12.529591836734692,8.312244897959182,1.936734693877551,0.42857142857142855
2024-09-30,12.272448979591838,8.13061224489796,2.340816326530612,0.4489795918367347
2024-10-01,11.921428571428573,7.71530612244898,2.5836734693877554,0.47959183673469385
2024-10-02,11.731632653061226,7.464285714285714,2.5673469387755103,0.5204081632653061
2024-10-03,11.428571428571429,7.128571428571429,2.5000000000000004,0.5204081632653061
2024-10-04,11.107142857142858,6.869387755102041,2.7061224489795923,0.5408163265306123
2024-10-05,10.83877551020408,6.755102040816326,2.9306122448979592,0.5612244897959183
2024-10-06,10.668367346938776,6.557142857142857,2.7010204081632656,0.5918367346938775
2024-10-07,10.4734693877551,6.415306122448979,2.557142857142857,0.6020408163265306
2024-10-08,10.30408163265306,6.254081632653062,2.579591836734694,0.5918367346938775
2024-10-09,10.104081632653061,5.945918367346939,2.3642857142857143,0.5714285714285714
2024-10-10,9.841836734693878,5.69591836734694,2.453061224489796,0.5612244897959183
2024-10-11,9.66938775510204,5.495918367346939,2.2081632653061227,0.5204081632653061
2024-10-12,9.546938775510204,5.286734693877551,2.0846938775510204,0.46938775510204084
2024-10-13,9.237755102040817,4.995918367346938,1.916326530612245,0.42857142857142855
2024-10-14,8.943877551020408,4.603061224489796,1.930612244897959,0.40816326530612246
2024-10-15,8.684693877551021,4.338775510204082,1.8683673469387758,0.40816326530612246
2024-10-16,8.425510204081634,4.209183673469387,2.1877551020408164,0.40816326530612246
2024-10-17,8.157142857142858,3.9316326530612247,2.027551020408163,0.37755102040816324
2024-10-18,7.891836734693877,3.6520408163265303,2.2173469387755103,0.40816326530612246
2024-10-19,7.606122448979593,3.391836734693878,2.3540816326530614,0.4387755102040816
2024-10-20,7.381632653061225,3.1785714285714284,2.353061224489796,0.47959183673469385
2024-10-21,7.212244897959184,3.162244897959184,2.1999999999999997,0.5408163265306123
2024-10-22,7.0448979591836745,3.1500000000000004,2.3561224489795918,0.5816326530612245
2024-10-23,6.7673469387755105,3.0326530612244897,2.1551020408163266,0.6020408163265306
2024-10-24,6.722448979591838,3.0561224489795924,2.212244897959184,0.6632653061224489
2024-10-25,6.720408163265306,3.1744897959183676,2.2683673469387755,0.6632653061224489
2024-10-26,6.590816326530612,3.127551020408164,2.0306122448979593,0.6632653061224489
2024-10-27,6.642857142857143,3.1316326530612253,2.0755102040816324,0.6530612244897959
2024-10-28,6.664285714285714,3.145918367346939,1.9714285714285715,0.5918367346938775
2024-10-29,6.737755102040816,3.2418367346938775,1.6387755102040813,0.5408163265306123
2024-10-30,6.9826530612244895,3.4030612244897958,1.7428571428571429,0.5510204081632653
2024-10-31,7.112244897959184,3.6918367346938776,1.8806122448979596,0.5204081632653061
2024-11-01,7.046938775510204,3.676530612244898,1.7265306122448978,0.5
2024-11-02,6.992857142857142,3.5948979591836734,1.9275510204081634,0.5
2024-11-03,6.755102040816328,3.5489795918367353,2.0163265306122446,0.5204081632653061
2024-11-04,6.51938775510204,3.3520408163265305,2.0999999999999996,0.5306122448979592
2024-11-05,6.275510204081631,3.0132653061224492,2.297959183673469,0.5816326530612245
2024-11-06,6.064285714285714,2.8744897959183673,2.593877551020408,0.5816326530612245
2024-11-07,5.789795918367346,2.5693877551020408,2.420408163265306,0.6122448979591837
2024-11-08,5.670408163265306,2.4326530612244897,2.620408163265307,0.6530612244897959
2024-11-09,5.651020408163266,2.386734693877551,2.7448979591836733,0.6530612244897959
2024-11-10,5.58469387755102,2.2489795918367346,2.5418367346938773,0.5816326530612245
2024-11-11,5.483673469387755,2.0530612244897957,2.4142857142857146,0.5612244897959183
2024-11-12,5.378571428571427,2.104081632653061,2.2244897959183674,0.5306122448979592
2024-11-13,5.16530612244898,1.9377551020408164,1.823469387755102,0.4897959183673469
2024-11-14,5.0010204081632645,1.8306122448979592,2.092857142857143,0.45918367346938777
2024-11-15,4.805102040816327,1.7,2.175510204081632,0.45918367346938777
2024-11-16,4.551020408163265,1.5346938775510202,2.2265306122448982,0.47959183673469385
2024-11-17,4.224489795918367,1.220408163265306,2.5306122448979593,0.5510204081632653
2024-11-18,3.887755102040817,0.8765306122448979,2.606122448979592,0.5816326530612245
2024-11-19,3.576530612244898,0.5632653061224488,2.712244897959184,0.5714285714285714
2024-11-20,3.3755102040816327,0.2071428571428572,2.7081632653061223,0.6122448979591837
2024-11-21,3.056122448979592,-0.21632653061224486,2.3285714285714283,0.5918367346938775
2024-11-22,2.689795918367347,-0.6816326530612244,2.0602040816326532,0.5918367346938775
2024-11-23,2.355102040816326,-0.9612244897959182,1.9755102040816324,0.5714285714285714
2024-11-24,2.169387755102041,-1.1612244897959183,1.8653061224489798,0.5204081632653061
2024-11-25,1.920408163265306,-1.2551020408163265,1.9653061224489796,0.5408163265306123
2024-11-26,1.564285714285714,-1.6551020408163264,1.930612244897959,0.5816326530612245
2024-11-27,1.0959183673469386,-2.026530612244898,2.0816326530612246,0.5408163265306123
2024-11-28,0.7255102040816327,-2.3744897959183673,2.0602040816326532,0.5612244897959183
2024-11-29,0.49183673469387756,-2.53469387755102,2.043877551020408,0.5408163265306123
2024-11-30,0.29693877551020414,-2.854081632653061,1.9112244897959185,0.5510204081632653
2024-12-01,0.1520408163265306,-3.1795918367346943,1.7500000000000002,0.5918367346938775
2024-12-02,0.24795918367346947,-3.176530612244898,1.877551020408163,0.6020408163265306
2024-12-03,0.32142857142857134,-3.0683673469387753,1.9418367346938776,0.5816326530612245
2024-12-04,0.4530612244897959,-3.0071428571428562,2.135714285714286,0.6020408163265306
2024-12-05,0.5999999999999999,-2.76734693877551,2.2642857142857142,0.6326530612244898
2024-12-06,0.7785714285714286,-2.7561224489795926,2.5234693877551018,0.6632653061224489
2024-12-07,0.8357142857142856,-2.688775510204082,2.537755102040816,0.673469387755102
2024-12-08,0.7928571428571427,-2.524489795918367,2.940816326530612,0.673469387755102
2024-12-09,0.6663265306122447,-2.663265306122449,2.8744897959183673,0.6632653061224489
2024-12-10,0.5785714285714284,-2.8081632653061224,2.812244897959184,0.6632653061224489
2024-12-11,0.5061224489795918,-2.895918367346939,2.5193877551020414,0.6938775510204082
2024-12-12,0.596938775510204,-3.038775510204082,2.4173469387755104,0.673469387755102
2024-12-13,0.6153061224489796,-2.855102040816327,2.373469387755102,0.6530612244897959
2024-12-14,0.8102040816326532,-2.6653061224489796,2.591836734693878,0.6632653061224489
2024-12-15,1.004081632653061,-2.4326530612244897,2.477551020408163,0.673469387755102
2024-12-16,1.0959183673469386,-2.3336734693877554,2.336734693877551,0.6530612244897959
2024-12-17,1.2244897959183676,-2.1336734693877553,2.230612244897959,0.6326530612244898
2024-12-18,1.207142857142857,-2.004081632653061,2.227551020408163,0.5918367346938775
2024-12-19,1.06734693877551,-2.1020408163265305,2.337755102040816,0.6122448979591837
2024-12-20,0.7520408163265305,-2.5316326530612243,2.241836734693878,0.5918367346938775
2024-12-21,0.4357142857142857,-2.989795918367347,2.0377551020408164,0.6020408163265306
2024-12-22,0.3122448979591837,-3.3346938775510213,1.9051020408163264,0.5510204081632653
2024-12-23,0.17755102040816326,-3.6469387755102045,1.854081632653061,0.5306122448979592
2024-12-24,0.022448979591836705,-4.013265306122449,1.863265306122449,0.5408163265306123
2024-12-25,0.028571428571428577,-4.170408163265306,1.8897959183673467,0.5612244897959183
2024-12-26,0.10816326530612255,-4.105102040816326,2.071428571428571,0.5714285714285714
2024-12-27,0.3877551020408163,-3.738775510204082,1.9724489795918365,0.5714285714285714
2024-12-28,0.5622448979591838,-3.533673469387755,1.9928571428571424,0.5204081632653061
2024-12-29,0.336734693877551,-3.628571428571428,2.063265306122449,0.5612244897959183
2024-12-30,0.12959183673469382,-3.704081632653061,2.277551020408163,0.6122448979591837
2024-12-31,0.026530612244897972,-3.809183673469388,2.4744897959183674,0.6326530612244898
2025-01-01,-0.3352380952380953,-4.232380952380953,2.433333333333333,0.638095238095238
2025-01-02,-0.9542857142857144,-4.868571428571429,2.303809523809524,0.6
2025-01-03,-1.7323809523809524,-5.850476190476191,1.980952380952381,0.5619047619047619
2025-01-04,-2.4219047619047624,-6.644761904761904,2.058095238095238,0.5714285714285714
2025-01-05,-2.645714285714286,-7.038095238095238,2.097142857142857,0.6
2025-01-06,-2.512380952380952,-6.941904761904762,2.060952380952381,0.5904761904761905
2025-01-07,-2.4361904761904762,-6.880952380952381,1.9228571428571428,0.5428571428571428
2025-01-08,-2.3085714285714287,-6.794285714285715,1.8209523809523809,0.5238095238095238
2025-01-09,-1.9676190476190476,-6.456190476190476,2.276190476190476,0.5523809523809524
2025-01-10,-1.5476190476190477,-5.915238095238094,2.560952380952381,0.5619047619047619
2025-01-11,-1.3666666666666667,-5.6276190476190475,2.3600000000000003,0.5428571428571428
2025-01-12,-1.6647619047619049,-5.702857142857144,2.2076190476190476,0.5047619047619047
2025-01-13,-2.140952380952381,-6.262857142857142,2.0952380952380953,0.5047619047619047
2025-01-14,-2.2723809523809524,-6.662857142857143,2.145714285714286,0.5142857142857142
2025-01-15,-2.5228571428571427,-6.879047619047619,2.1085714285714285,0.5238095238095238
2025-01-16,-2.5990476190476195,-7.095238095238095,1.7885714285714285,0.5238095238095238
2025-01-17,-2.9371428571428573,-7.3638095238095245,1.619047619047619,0.5047619047619047
2025-01-18,-3.2742857142857145,-7.810476190476191,1.5542857142857145,0.4857142857142857
2025-01-19,-3.3057142857142856,-7.96952380952381,1.5266666666666664,0.4857142857142857
2025-01-20,-2.9609523809523806,-7.7799999999999985,1.4161904761904764,0.47619047619047616
2025-01-21,-2.8704761904761904,-7.40952380952381,1.3895238095238096,0.47619047619047616
2025-01-22,-2.6771428571428566,-7.14,1.3857142857142857,0.44761904761904764
2025-01-23,-2.6095238095238096,-6.99904761904762,1.3295238095238096,0.4380952380952381
2025-01-24,-2.466666666666667,-6.823809523809523,1.278095238095238,0.44761904761904764
2025-01-25,-2.0561904761904763,-6.388571428571428,1.478095238095238,0.49523809523809526
2025-01-26,-1.701904761904762,-5.773333333333333,1.583809523809524,0.5428571428571428
2025-01-27,-1.5980952380952382,-5.344761904761904,2.085714285714286,0.5714285714285714
2025-01-28,-1.5419047619047617,-5.131428571428571,2.055238095238095,0.5619047619047619
2025-01-29,-1.6104761904761904,-5.128571428571429,2.416190476190476,0.6
2025-01-30,-1.6676190476190478,-4.9714285714285715,2.566666666666667,0.6285714285714286
2025-01-31,-1.5647619047619048,-4.918095238095238,2.7419047619047623,0.638095238095238
2025-02-01,-1.7514285714285711,-5.107619047619047,2.4971428571428578,0.5714285714285714
2025-02-02,-1.9276190476190476,-5.616190476190477,2.5038095238095237,0.5619047619047619
2025-02-03,-2.0714285714285716,-6.028571428571429,2.0742857142857143,0.5428571428571428
